id,title,context,question,answers,text
57319465497a881900249079,University,"Early Modern universities initially continued the curriculum and research of the Middle Ages: natural philosophy, logic, medicine, theology, mathematics, astronomy (and astrology), law, grammar and rhetoric. Aristotle was prevalent throughout the curriculum, while medicine also depended on Galen and Arabic scholarship. The importance of humanism for changing this state-of-affairs cannot be underestimated. Once humanist professors joined the university faculty, they began to transform the study of grammar and rhetoric through the studia humanitatis. Humanist professors focused on the ability of students to write and speak with distinction, to translate and interpret classical texts, and to live honorable lives. Other scholars within the university were affected by the humanist approaches to learning and their linguistic expertise in relation to ancient texts, as well as the ideology that advocated the ultimate importance of those texts. Professors of medicine such as Niccolò Leoniceno, Thomas Linacre and William Cop were often trained in and taught from a humanist perspective as well as translated important ancient medical texts. The critical mindset imparted by humanism was imperative for changes in universities and scholarship. For instance, Andreas Vesalius was educated in a humanist fashion before producing a translation of Galen, whose ideas he verified through his own dissections. In law, Andreas Alciatus infused the Corpus Juris with a humanist perspective, while Jacques Cujas humanist writings were paramount to his reputation as a jurist. Philipp Melanchthon cited the works of Erasmus as a highly influential guide for connecting theology back to original texts, which was important for the reform at Protestant universities. Galileo Galilei, who taught at the Universities of Pisa and Padua, and Martin Luther, who taught at the University of Wittenberg (as did Melanchthon), also had humanist training. The task of the humanists was to slowly permeate the university; to increase the humanist presence in professorships and chairs, syllabi and textbooks so that published works would demonstrate the humanistic ideal of science and scholarship.",Which individual added a humanist view into the Corpus Juris?,"{'text': ['Andreas Alciatus'], 'answer_start': [1417]}","Early Modern universities initially continued the curriculum and research of the Middle Ages: natural philosophy, logic, medicine, theology, mathematics, astronomy (and astrology), law, grammar and rhetoric. Aristotle was prevalent throughout the curriculum, while medicine also depended on Galen and Arabic scholarship. The importance of humanism for changing this state-of-affairs cannot be underestimated. Once humanist professors joined the university faculty, they began to transform the study of grammar and rhetoric through the studia humanitatis. Humanist professors focused on the ability of students to write and speak with distinction, to translate and interpret classical texts, and to live honorable lives. Other scholars within the university were affected by the humanist approaches to learning and their linguistic expertise in relation to ancient texts, as well as the ideology that advocated the ultimate importance of those texts. Professors of medicine such as Niccolò Leoniceno, Thomas Linacre and William Cop were often trained in and taught from a humanist perspective as well as translated important ancient medical texts. The critical mindset imparted by humanism was imperative for changes in universities and scholarship. For instance, Andreas Vesalius was educated in a humanist fashion before producing a translation of Galen, whose ideas he verified through his own dissections. In law, Andreas Alciatus infused the Corpus Juris with a humanist perspective, while Jacques Cujas humanist writings were paramount to his reputation as a jurist. Philipp Melanchthon cited the works of Erasmus as a highly influential guide for connecting theology back to original texts, which was important for the reform at Protestant universities. Galileo Galilei, who taught at the Universities of Pisa and Padua, and Martin Luther, who taught at the University of Wittenberg (as did Melanchthon), also had humanist training. The task of the humanists was to slowly permeate the university; to increase the humanist presence in professorships and chairs, syllabi and textbooks so that published works would demonstrate the humanistic ideal of science and scholarship. <br> <hr size=""2""> <strong>Question: Which individual added a humanist view into the Corpus Juris?</Strong>"
5726bc5af1498d1400e8e980,Botany,"Plants and various other groups of photosynthetic eukaryotes collectively known as ""algae"" have unique organelles known as chloroplasts. Chloroplasts are thought to be descended from cyanobacteria that formed endosymbiotic relationships with ancient plant and algal ancestors. Chloroplasts and cyanobacteria contain the blue-green pigment chlorophyll a. Chlorophyll a (as well as its plant and green algal-specific cousin chlorophyll b)[a] absorbs light in the blue-violet and orange/red parts of the spectrum while reflecting and transmitting the green light that we see as the characteristic colour of these organisms. The energy in the red and blue light that these pigments absorb is used by chloroplasts to make energy-rich carbon compounds from carbon dioxide and water by oxygenic photosynthesis, a process that generates molecular oxygen (O2) as a by-product.",What organelles are unique to algae?,"{'text': ['chloroplasts'], 'answer_start': [123]}","Plants and various other groups of photosynthetic eukaryotes collectively known as ""algae"" have unique organelles known as chloroplasts. Chloroplasts are thought to be descended from cyanobacteria that formed endosymbiotic relationships with ancient plant and algal ancestors. Chloroplasts and cyanobacteria contain the blue-green pigment chlorophyll a. Chlorophyll a (as well as its plant and green algal-specific cousin chlorophyll b)[a] absorbs light in the blue-violet and orange/red parts of the spectrum while reflecting and transmitting the green light that we see as the characteristic colour of these organisms. The energy in the red and blue light that these pigments absorb is used by chloroplasts to make energy-rich carbon compounds from carbon dioxide and water by oxygenic photosynthesis, a process that generates molecular oxygen (O2) as a by-product. <br> <hr size=""2""> <strong>Question: What organelles are unique to algae?</Strong>"
57321ec20fdd8d15006c67c3,Pacific_War,"The U.S. Navy, by contrast, relied on commerce raiding from the outset. However, the problem of Allied forces surrounded in the Philippines, during the early part of 1942, led to diversion of boats to ""guerrilla submarine"" missions. As well, basing in Australia placed boats under Japanese aerial threat while en route to patrol areas, reducing their effectiveness, and Nimitz relied on submarines for close surveillance of enemy bases. Furthermore, the standard-issue Mark 14 torpedo and its Mark VI exploder both proved defective, problems which were not corrected until September 1943. Worst of all, before the war, an uninformed US Customs officer had seized a copy of the Japanese merchant marine code (called the ""maru code"" in the USN), not knowing that the Office of Naval Intelligence (ONI) had broken it. The Japanese promptly changed it, and the new code was not broken again by OP-20G until 1943.",What did the US Navy rely on?,"{'text': ['commerce raiding'], 'answer_start': [38]}","The U.S. Navy, by contrast, relied on commerce raiding from the outset. However, the problem of Allied forces surrounded in the Philippines, during the early part of 1942, led to diversion of boats to ""guerrilla submarine"" missions. As well, basing in Australia placed boats under Japanese aerial threat while en route to patrol areas, reducing their effectiveness, and Nimitz relied on submarines for close surveillance of enemy bases. Furthermore, the standard-issue Mark 14 torpedo and its Mark VI exploder both proved defective, problems which were not corrected until September 1943. Worst of all, before the war, an uninformed US Customs officer had seized a copy of the Japanese merchant marine code (called the ""maru code"" in the USN), not knowing that the Office of Naval Intelligence (ONI) had broken it. The Japanese promptly changed it, and the new code was not broken again by OP-20G until 1943. <br> <hr size=""2""> <strong>Question: What did the US Navy rely on?</Strong>"
57340c13d058e614000b688c,Portugal,"After years of high increase, the unemployment in Portugal has been in a continuous falling trend since the third quarter of 2014, decreasing from a peak of 17.7% achieved in the early 2013 to a rate of 11.9% in the second quarter of 2015. However, it is high still high compared with what was the normal average Portuguese unemployment rate in the past. In the second quarter of 2008 the unemployment rate was 7.3%, but the rate immediately rose the following period. By December 2009, unemployment had surpassed the 10% mark nationwide in the wake of worldwide events, by 2010, the rate was around 11% and in 2011 it was above 12%.[citation needed] The first quarter of 2013 signified a new unemployment rate record for Portugal, as it reached 17.7%— up from 17% in the previous quarter — and the Government has predicted an 18.5% unemployment rate in 2014. However, in the third quarter of the same year, it has surprisingly declined to a rate of 15.6%. From then on, the unemployment downtrend continued, declining to 13.9% in the second semester of 2014 and to 11.9% in the second quarter of 2015.",To what percentage did the unemployment rate peak at?,"{'text': ['17.7%'], 'answer_start': [157]}","After years of high increase, the unemployment in Portugal has been in a continuous falling trend since the third quarter of 2014, decreasing from a peak of 17.7% achieved in the early 2013 to a rate of 11.9% in the second quarter of 2015. However, it is high still high compared with what was the normal average Portuguese unemployment rate in the past. In the second quarter of 2008 the unemployment rate was 7.3%, but the rate immediately rose the following period. By December 2009, unemployment had surpassed the 10% mark nationwide in the wake of worldwide events, by 2010, the rate was around 11% and in 2011 it was above 12%.[citation needed] The first quarter of 2013 signified a new unemployment rate record for Portugal, as it reached 17.7%— up from 17% in the previous quarter — and the Government has predicted an 18.5% unemployment rate in 2014. However, in the third quarter of the same year, it has surprisingly declined to a rate of 15.6%. From then on, the unemployment downtrend continued, declining to 13.9% in the second semester of 2014 and to 11.9% in the second quarter of 2015. <br> <hr size=""2""> <strong>Question: To what percentage did the unemployment rate peak at?</Strong>"
5ad28d6fd7d075001a429a2a,House_music,"Atkins, a former member of Cybotron, released Model 500 ""No UFOs"" in 1985, which became a regional hit, followed by dozens of tracks on Transmat, Metroplex and Fragile. One of the most unusual was ""Strings of Life"" by Derrick May, a darker, more intellectual strain of house. ""Techno-Scratch"" was released by the Knights Of The Turntable in 1984 which had a similar techno sound to Cybotron. The manager of the Factory nightclub and co-owner of the Haçienda, Tony Wilson, also promoted acid house culture on his weekly TV show. The Midlands also embraced the late 1980s house scene with illegal parties and more legal dance clubs such as The Hummingbird.",May was a former member of what music group?,"{'text': [], 'answer_start': []}","Atkins, a former member of Cybotron, released Model 500 ""No UFOs"" in 1985, which became a regional hit, followed by dozens of tracks on Transmat, Metroplex and Fragile. One of the most unusual was ""Strings of Life"" by Derrick May, a darker, more intellectual strain of house. ""Techno-Scratch"" was released by the Knights Of The Turntable in 1984 which had a similar techno sound to Cybotron. The manager of the Factory nightclub and co-owner of the Haçienda, Tony Wilson, also promoted acid house culture on his weekly TV show. The Midlands also embraced the late 1980s house scene with illegal parties and more legal dance clubs such as The Hummingbird. <br> <hr size=""2""> <strong>Question: May was a former member of what music group?</Strong>"
5ace8cc332bba1001ae4aa0e,Annelid,"Traditionally the annelids have been divided into two major groups, the polychaetes and clitellates. In turn the clitellates were divided into oligochaetes, which include earthworms, and hirudinomorphs, whose best-known members are leeches. For many years there was no clear arrangement of the approximately 80 polychaete families into higher-level groups. In 1997 Greg Rouse and Kristian Fauchald attempted a ""first heuristic step in terms of bringing polychaete systematics to an acceptable level of rigour"", based on anatomical structures, and divided polychaetes into:",What subtype of clitellates contains spaceworms?,"{'text': [], 'answer_start': []}","Traditionally the annelids have been divided into two major groups, the polychaetes and clitellates. In turn the clitellates were divided into oligochaetes, which include earthworms, and hirudinomorphs, whose best-known members are leeches. For many years there was no clear arrangement of the approximately 80 polychaete families into higher-level groups. In 1997 Greg Rouse and Kristian Fauchald attempted a ""first heuristic step in terms of bringing polychaete systematics to an acceptable level of rigour"", based on anatomical structures, and divided polychaetes into: <br> <hr size=""2""> <strong>Question: What subtype of clitellates contains spaceworms?</Strong>"
57260512271a42140099d3d2,Arsenal_F.C.,"There have always been Arsenal supporters outside London, and since the advent of satellite television, a supporter's attachment to a football club has become less dependent on geography. Consequently, Arsenal have a significant number of fans from beyond London and all over the world; in 2007, 24 UK, 37 Irish and 49 other overseas supporters clubs were affiliated with the club. A 2011 report by SPORT+MARKT estimated Arsenal's global fanbase at 113 million. The club's social media activity was the fifth highest in world football during the 2014–15 season.",What was the world ranking of Arsenal's social media in 2015-15 season?,"{'text': ['fifth highest'], 'answer_start': [503]}","There have always been Arsenal supporters outside London, and since the advent of satellite television, a supporter's attachment to a football club has become less dependent on geography. Consequently, Arsenal have a significant number of fans from beyond London and all over the world; in 2007, 24 UK, 37 Irish and 49 other overseas supporters clubs were affiliated with the club. A 2011 report by SPORT+MARKT estimated Arsenal's global fanbase at 113 million. The club's social media activity was the fifth highest in world football during the 2014–15 season. <br> <hr size=""2""> <strong>Question: What was the world ranking of Arsenal's social media in 2015-15 season?</Strong>"
5ad0cc1d645df0001a2d03a7,Eritrea,"In an attempt at reform, Eritrean government officials and NGO representatives have participated in numerous public meetings and dialogues. In these sessions they have answered questions as fundamental as, ""What are human rights?"", ""Who determines what are human rights?"", and ""What should take precedence, human or communal rights?"" In 2007, the Eritrean government also banned female genital mutilation. In Regional Assemblies and religious circles, Eritreans themselves speak out continuously against the use of female circumcision. They cite health concerns and individual freedom as being of primary concern when they say this. Furthermore, they implore rural peoples to cast away this ancient cultural practice. Additionally, a new movement called Citizens for Democratic Rights in Eritrea aimed at bringing about dialogue between the government and opposition was formed in early 2009. The group consists of ordinary citizens and some people close to the government.",What ancient cultural practice occurs in urban areas?,"{'text': [], 'answer_start': []}","In an attempt at reform, Eritrean government officials and NGO representatives have participated in numerous public meetings and dialogues. In these sessions they have answered questions as fundamental as, ""What are human rights?"", ""Who determines what are human rights?"", and ""What should take precedence, human or communal rights?"" In 2007, the Eritrean government also banned female genital mutilation. In Regional Assemblies and religious circles, Eritreans themselves speak out continuously against the use of female circumcision. They cite health concerns and individual freedom as being of primary concern when they say this. Furthermore, they implore rural peoples to cast away this ancient cultural practice. Additionally, a new movement called Citizens for Democratic Rights in Eritrea aimed at bringing about dialogue between the government and opposition was formed in early 2009. The group consists of ordinary citizens and some people close to the government. <br> <hr size=""2""> <strong>Question: What ancient cultural practice occurs in urban areas?</Strong>"
56f8d67a9b226e1400dd10ba,Gene,"Genes with a most recent common ancestor, and thus a shared evolutionary ancestry, are known as homologs. These genes appear either from gene duplication within an organism's genome, where they are known as paralogous genes, or are the result of divergence of the genes after a speciation event, where they are known as orthologous genes,:7.6 and often perform the same or similar functions in related organisms. It is often assumed that the functions of orthologous genes are more similar than those of paralogous genes, although the difference is minimal.",What is one reason for homologs to appear?,"{'text': [""gene duplication within an organism's genome""], 'answer_start': [137]}","Genes with a most recent common ancestor, and thus a shared evolutionary ancestry, are known as homologs. These genes appear either from gene duplication within an organism's genome, where they are known as paralogous genes, or are the result of divergence of the genes after a speciation event, where they are known as orthologous genes,:7.6 and often perform the same or similar functions in related organisms. It is often assumed that the functions of orthologous genes are more similar than those of paralogous genes, although the difference is minimal. <br> <hr size=""2""> <strong>Question: What is one reason for homologs to appear?</Strong>"
57329eb1cc179a14009dab72,Financial_crisis_of_2007%E2%80%9308,"While the housing and credit bubbles were building, a series of factors caused the financial system to both expand and become increasingly fragile, a process called financialization. U.S. Government policy from the 1970s onward has emphasized deregulation to encourage business, which resulted in less oversight of activities and less disclosure of information about new activities undertaken by banks and other evolving financial institutions. Thus, policymakers did not immediately recognize the increasingly important role played by financial institutions such as investment banks and hedge funds, also known as the shadow banking system. Some experts believe these institutions had become as important as commercial (depository) banks in providing credit to the U.S. economy, but they were not subject to the same regulations.",What institutions comprise the shadow banking system?,"{'text': ['investment banks and hedge funds'], 'answer_start': [567]}","While the housing and credit bubbles were building, a series of factors caused the financial system to both expand and become increasingly fragile, a process called financialization. U.S. Government policy from the 1970s onward has emphasized deregulation to encourage business, which resulted in less oversight of activities and less disclosure of information about new activities undertaken by banks and other evolving financial institutions. Thus, policymakers did not immediately recognize the increasingly important role played by financial institutions such as investment banks and hedge funds, also known as the shadow banking system. Some experts believe these institutions had become as important as commercial (depository) banks in providing credit to the U.S. economy, but they were not subject to the same regulations. <br> <hr size=""2""> <strong>Question: What institutions comprise the shadow banking system?</Strong>"
5a3c776dcc5d22001a521dce,God,"Even non-theist views about gods vary. Some non-theists avoid the concept of God, whilst accepting that it is significant to many; other non-theists understand God as a symbol of human values and aspirations. The nineteenth-century English atheist Charles Bradlaugh declared that he refused to say ""There is no God"", because ""the word 'God' is to me a sound conveying no clear or distinct affirmation""; he said more specifically that he disbelieved in the Christian god. Stephen Jay Gould proposed an approach dividing the world of philosophy into what he called ""non-overlapping magisteria"" (NOMA). In this view, questions of the supernatural, such as those relating to the existence and nature of God, are non-empirical and are the proper domain of theology. The methods of science should then be used to answer any empirical question about the natural world, and theology should be used to answer questions about ultimate meaning and moral value. In this view, the perceived lack of any empirical footprint from the magisterium of the supernatural onto natural events makes science the sole player in the natural world.",What did the 19th century non-theist Stephen Jay say specifically about God?,"{'text': [], 'answer_start': []}","Even non-theist views about gods vary. Some non-theists avoid the concept of God, whilst accepting that it is significant to many; other non-theists understand God as a symbol of human values and aspirations. The nineteenth-century English atheist Charles Bradlaugh declared that he refused to say ""There is no God"", because ""the word 'God' is to me a sound conveying no clear or distinct affirmation""; he said more specifically that he disbelieved in the Christian god. Stephen Jay Gould proposed an approach dividing the world of philosophy into what he called ""non-overlapping magisteria"" (NOMA). In this view, questions of the supernatural, such as those relating to the existence and nature of God, are non-empirical and are the proper domain of theology. The methods of science should then be used to answer any empirical question about the natural world, and theology should be used to answer questions about ultimate meaning and moral value. In this view, the perceived lack of any empirical footprint from the magisterium of the supernatural onto natural events makes science the sole player in the natural world. <br> <hr size=""2""> <strong>Question: What did the 19th century non-theist Stephen Jay say specifically about God?</Strong>"
57262d97ec44d21400f3dbae,Incandescent_light_bulb,"In 1902, the Siemens company developed a tantalum lamp filament. These lamps were more efficient than even graphitized carbon filaments and could operate at higher temperatures. Since tantalum metal has a lower resistivity than carbon, the tantalum lamp filament was quite long and required multiple internal supports. The metal filament had the property of gradually shortening in use; the filaments were installed with large loops that tightened in use. This made lamps in use for several hundred hours quite fragile. Metal filaments had the property of breaking and re-welding, though this would usually decrease resistance and shorten the life of the filament. General Electric bought the rights to use tantalum filaments and produced them in the US until 1913.",In what year was the tantalum light filament invented?,"{'text': ['1902'], 'answer_start': [3]}","In 1902, the Siemens company developed a tantalum lamp filament. These lamps were more efficient than even graphitized carbon filaments and could operate at higher temperatures. Since tantalum metal has a lower resistivity than carbon, the tantalum lamp filament was quite long and required multiple internal supports. The metal filament had the property of gradually shortening in use; the filaments were installed with large loops that tightened in use. This made lamps in use for several hundred hours quite fragile. Metal filaments had the property of breaking and re-welding, though this would usually decrease resistance and shorten the life of the filament. General Electric bought the rights to use tantalum filaments and produced them in the US until 1913. <br> <hr size=""2""> <strong>Question: In what year was the tantalum light filament invented?</Strong>"
572a301c3f37b3190047878d,Ottoman_Empire,"The Serbian revolution (1804–1815) marked the beginning of an era of national awakening in the Balkans during the Eastern Question. Suzerainty of Serbia as a hereditary monarchy under its own dynasty was acknowledged de jure in 1830. In 1821, the Greeks declared war on the Sultan. A rebellion that originated in Moldavia as a diversion was followed by the main revolution in the Peloponnese, which, along with the northern part of the Gulf of Corinth, became the first parts of the Ottoman Empire to achieve independence (in 1829). By the mid-19th century, the Ottoman Empire was called the ""sick man"" by Europeans. The suzerain states – the Principality of Serbia, Wallachia, Moldavia and Montenegro – moved towards de jure independence during the 1860s and 1870s.",During what years did the Serbian Revolution occur?,"{'text': ['1804–1815'], 'answer_start': [24]}","The Serbian revolution (1804–1815) marked the beginning of an era of national awakening in the Balkans during the Eastern Question. Suzerainty of Serbia as a hereditary monarchy under its own dynasty was acknowledged de jure in 1830. In 1821, the Greeks declared war on the Sultan. A rebellion that originated in Moldavia as a diversion was followed by the main revolution in the Peloponnese, which, along with the northern part of the Gulf of Corinth, became the first parts of the Ottoman Empire to achieve independence (in 1829). By the mid-19th century, the Ottoman Empire was called the ""sick man"" by Europeans. The suzerain states – the Principality of Serbia, Wallachia, Moldavia and Montenegro – moved towards de jure independence during the 1860s and 1870s. <br> <hr size=""2""> <strong>Question: During what years did the Serbian Revolution occur?</Strong>"
572b91a4f75d5e190021fe4d,"New_Haven,_Connecticut","New Haven was the host of the 1995 Special Olympics World Summer Games; then-President Bill Clinton spoke at the opening ceremonies. The city is home to the Pilot Pen International tennis event, which takes place every August at the Connecticut Tennis Center, one of the largest tennis venues in the world. New Haven biannually hosts ""The Game"" between Yale and Harvard, the country's second-oldest college football rivalry. Numerous road races take place in New Haven, including the USA 20K Championship during the New Haven Road Race.",What is the name of major road race that places within the city?,"{'text': ['USA 20K Championship'], 'answer_start': [484]}","New Haven was the host of the 1995 Special Olympics World Summer Games; then-President Bill Clinton spoke at the opening ceremonies. The city is home to the Pilot Pen International tennis event, which takes place every August at the Connecticut Tennis Center, one of the largest tennis venues in the world. New Haven biannually hosts ""The Game"" between Yale and Harvard, the country's second-oldest college football rivalry. Numerous road races take place in New Haven, including the USA 20K Championship during the New Haven Road Race. <br> <hr size=""2""> <strong>Question: What is the name of major road race that places within the city?</Strong>"
5a7b56c821c2de001afe9ef8,National_Archives_and_Records_Administration,"The Archivist of the United States is the chief official overseeing the operation of the National Archives and Records Administration. The Archivist not only maintains the official documentation of the passage of amendments to the U.S. Constitution by state legislatures, but has the authority to declare when the constitutional threshold for passage has been reached, and therefore when an act has become an amendment.",What do state legislatures oversee the operation of?,"{'text': [], 'answer_start': []}","The Archivist of the United States is the chief official overseeing the operation of the National Archives and Records Administration. The Archivist not only maintains the official documentation of the passage of amendments to the U.S. Constitution by state legislatures, but has the authority to declare when the constitutional threshold for passage has been reached, and therefore when an act has become an amendment. <br> <hr size=""2""> <strong>Question: What do state legislatures oversee the operation of?</Strong>"
56ce0f42aab44d1400b8841f,Frédéric_Chopin,"All of Chopin's compositions include the piano. Most are for solo piano, though he also wrote two piano concertos, a few chamber pieces, and some songs to Polish lyrics. His keyboard style is highly individual and often technically demanding; his own performances were noted for their nuance and sensitivity. Chopin invented the concept of instrumental ballade. His major piano works also include mazurkas, waltzes, nocturnes, polonaises, études, impromptus, scherzos, preludes and sonatas, some published only after his death. Influences on his compositional style include Polish folk music, the classical tradition of J. S. Bach, Mozart and Schubert, the music of all of whom he admired, as well as the Paris salons where he was a frequent guest. His innovations in style, musical form, and harmony, and his association of music with nationalism, were influential throughout and after the late Romantic period.",What concept did Chopin create?,"{'text': ['instrumental ballade'], 'answer_start': [340]}","All of Chopin's compositions include the piano. Most are for solo piano, though he also wrote two piano concertos, a few chamber pieces, and some songs to Polish lyrics. His keyboard style is highly individual and often technically demanding; his own performances were noted for their nuance and sensitivity. Chopin invented the concept of instrumental ballade. His major piano works also include mazurkas, waltzes, nocturnes, polonaises, études, impromptus, scherzos, preludes and sonatas, some published only after his death. Influences on his compositional style include Polish folk music, the classical tradition of J. S. Bach, Mozart and Schubert, the music of all of whom he admired, as well as the Paris salons where he was a frequent guest. His innovations in style, musical form, and harmony, and his association of music with nationalism, were influential throughout and after the late Romantic period. <br> <hr size=""2""> <strong>Question: What concept did Chopin create?</Strong>"
5ad13c17645df0001a2d131e,Labour_Party_(UK),"Callaghan had been widely expected to call a general election in the autumn of 1978 when most opinion polls showed Labour to have a narrow lead. However he decided to extend his wage restraint policy for another year hoping that the economy would be in a better shape for a 1979 election. But during the winter of 1978–79 there were widespread strikes among lorry drivers, railway workers, car workers and local government and hospital workers in favour of higher pay-rises that caused significant disruption to everyday life. These events came to be dubbed the ""Winter of Discontent"".",Why were farmers striking?,"{'text': [], 'answer_start': []}","Callaghan had been widely expected to call a general election in the autumn of 1978 when most opinion polls showed Labour to have a narrow lead. However he decided to extend his wage restraint policy for another year hoping that the economy would be in a better shape for a 1979 election. But during the winter of 1978–79 there were widespread strikes among lorry drivers, railway workers, car workers and local government and hospital workers in favour of higher pay-rises that caused significant disruption to everyday life. These events came to be dubbed the ""Winter of Discontent"". <br> <hr size=""2""> <strong>Question: Why were farmers striking?</Strong>"
5ad216f6d7d075001a4283cd,Quran,"Based on earlier transmitted reports, in the year 632, after the demise of Muhammad a number of his companions who knew the Quran by heart were killed in a battle by Musaylimah, the first caliph Abu Bakr (d. 634) decided to collect the book in one volume so that it could be preserved. Zayd ibn Thabit (d. 655) was the person to collect the Quran since ""he used to write the Divine Inspiration for Allah's Apostle"". Thus, a group of scribes, most importantly Zayd, collected the verses and produced a hand-written manuscript of the complete book. The manuscript according to Zayd remained with Abu Bakr until he died. Zayd's reaction to the task and the difficulties in collecting the Quranic material from parchments, palm-leaf stalks, thin stones and from men who knew it by heart is recorded in earlier narratives. After Abu Bakr, Hafsa bint Umar, Muhammad's widow, was entrusted with the manuscript. In about 650, the third Caliph Uthman ibn Affan (d. 656) began noticing slight differences in pronunciation of the Quran as Islam expanded beyond the Arabian Peninsula into Persia, the Levant, and North Africa. In order to preserve the sanctity of the text, he ordered a committee headed by Zayd to use Abu Bakr's copy and prepare a standard copy of the Quran. Thus, within 20 years of Muhammad's death, the Quran was committed to written form. That text became the model from which copies were made and promulgated throughout the urban centers of the Muslim world, and other versions are believed to have been destroyed. The present form of the Quran text is accepted by Muslim scholars to be the original version compiled by Abu Bakr.",Which scribe led the production of the last written Quran?,"{'text': [], 'answer_start': []}","Based on earlier transmitted reports, in the year 632, after the demise of Muhammad a number of his companions who knew the Quran by heart were killed in a battle by Musaylimah, the first caliph Abu Bakr (d. 634) decided to collect the book in one volume so that it could be preserved. Zayd ibn Thabit (d. 655) was the person to collect the Quran since ""he used to write the Divine Inspiration for Allah's Apostle"". Thus, a group of scribes, most importantly Zayd, collected the verses and produced a hand-written manuscript of the complete book. The manuscript according to Zayd remained with Abu Bakr until he died. Zayd's reaction to the task and the difficulties in collecting the Quranic material from parchments, palm-leaf stalks, thin stones and from men who knew it by heart is recorded in earlier narratives. After Abu Bakr, Hafsa bint Umar, Muhammad's widow, was entrusted with the manuscript. In about 650, the third Caliph Uthman ibn Affan (d. 656) began noticing slight differences in pronunciation of the Quran as Islam expanded beyond the Arabian Peninsula into Persia, the Levant, and North Africa. In order to preserve the sanctity of the text, he ordered a committee headed by Zayd to use Abu Bakr's copy and prepare a standard copy of the Quran. Thus, within 20 years of Muhammad's death, the Quran was committed to written form. That text became the model from which copies were made and promulgated throughout the urban centers of the Muslim world, and other versions are believed to have been destroyed. The present form of the Quran text is accepted by Muslim scholars to be the original version compiled by Abu Bakr. <br> <hr size=""2""> <strong>Question: Which scribe led the production of the last written Quran?</Strong>"
57261d0d38643c19005ad031,Buckingham_Palace,"Investitures, which include the conferring of knighthoods by dubbing with a sword, and other awards take place in the palace's Ballroom, built in 1854. At 36.6 m (120 ft) long, 18 m (59 ft) wide and 13.5 m (44 ft) high, it is the largest room in the palace. It has replaced the throne room in importance and use. During investitures, the Queen stands on the throne dais beneath a giant, domed velvet canopy, known as a shamiana or a baldachin, that was used at the Delhi Durbar in 1911. A military band plays in the musicians' gallery as award recipients approach the Queen and receive their honours, watched by their families and friends.",The Ballroom replaced which other room in terms of importance and use?,"{'text': ['the throne room'], 'answer_start': [274]}","Investitures, which include the conferring of knighthoods by dubbing with a sword, and other awards take place in the palace's Ballroom, built in 1854. At 36.6 m (120 ft) long, 18 m (59 ft) wide and 13.5 m (44 ft) high, it is the largest room in the palace. It has replaced the throne room in importance and use. During investitures, the Queen stands on the throne dais beneath a giant, domed velvet canopy, known as a shamiana or a baldachin, that was used at the Delhi Durbar in 1911. A military band plays in the musicians' gallery as award recipients approach the Queen and receive their honours, watched by their families and friends. <br> <hr size=""2""> <strong>Question: The Ballroom replaced which other room in terms of importance and use?</Strong>"
5733abe2d058e614000b5fe8,Tajikistan,"Two rounds of Soviet purges directed by Moscow (1927–1934 and 1937–1938) resulted in the expulsion of nearly 10,000 people, from all levels of the Communist Party of Tajikistan. Ethnic Russians were sent in to replace those expelled and subsequently Russians dominated party positions at all levels, including the top position of first secretary. Between 1926 and 1959 the proportion of Russians among Tajikistan's population grew from less than 1% to 13%. Bobojon Ghafurov, Tajikistan's First Secretary of the Communist Party of Tajikistan from 1946–1956 was the only Tajikistani politician of significance outside of the country during the Soviet Era. He was followed in office by Tursun Uljabayev (1956–61), Jabbor Rasulov (1961–1982), and Rahmon Nabiyev (1982–1985, 1991–1992).",What did the population of Russians do between 1926-1959?,"{'text': ['grew from less than 1% to 13%'], 'answer_start': [426]}","Two rounds of Soviet purges directed by Moscow (1927–1934 and 1937–1938) resulted in the expulsion of nearly 10,000 people, from all levels of the Communist Party of Tajikistan. Ethnic Russians were sent in to replace those expelled and subsequently Russians dominated party positions at all levels, including the top position of first secretary. Between 1926 and 1959 the proportion of Russians among Tajikistan's population grew from less than 1% to 13%. Bobojon Ghafurov, Tajikistan's First Secretary of the Communist Party of Tajikistan from 1946–1956 was the only Tajikistani politician of significance outside of the country during the Soviet Era. He was followed in office by Tursun Uljabayev (1956–61), Jabbor Rasulov (1961–1982), and Rahmon Nabiyev (1982–1985, 1991–1992). <br> <hr size=""2""> <strong>Question: What did the population of Russians do between 1926-1959?</Strong>"
